age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39.0,,,Bachelors,,Never-married,Adm-clerical,Not-in-family,White,Male,2174.0,,40.0,United-States,<=50K
50.0,Self-emp-not-inc,83311.0,Bachelors,13.0,,Exec-managerial,,White,,0.0,0.0,13.0,,
38.0,Private,,HS-grad,,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,,
53.0,Private,234721.0,,7.0,,Handlers-cleaners,,Black,,0.0,0.0,40.0,United-States,<=50K
28.0,Private,338409.0,,13.0,Married-civ-spouse,,Wife,,Female,0.0,0.0,40.0,Cuba,<=50K
37.0,Private,,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,,United-States,
49.0,,160187.0,,5.0,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0.0,0.0,16.0,Jamaica,<=50K
52.0,Self-emp-not-inc,209642.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,
31.0,,45781.0,Masters,14.0,Never-married,,,White,,,,50.0,United-States,>50K
42.0,Private,,,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178.0,0.0,40.0,,
37.0,Private,280464.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,,,United-States,>50K
30.0,State-gov,141297.0,Bachelors,13.0,Married-civ-spouse,,,,Male,0.0,0.0,40.0,India,>50K
,Private,122272.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,,0.0,,30.0,United-States,<=50K
32.0,,205019.0,Assoc-acdm,12.0,,Sales,,Black,Male,,0.0,50.0,United-States,<=50K
34.0,Private,245487.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,,Male,0.0,0.0,45.0,Mexico,<=50K
,Self-emp-not-inc,176756.0,,9.0,,,Own-child,White,Male,0.0,0.0,35.0,,<=50K
32.0,Private,186824.0,HS-grad,9.0,Never-married,,Unmarried,White,Male,0.0,0.0,40.0,United-States,
38.0,Private,28887.0,11th,7.0,,Sales,Husband,,Male,0.0,0.0,50.0,United-States,<=50K
43.0,,,Masters,,Divorced,Exec-managerial,Unmarried,,Female,,0.0,45.0,United-States,>50K
40.0,,193524.0,Doctorate,16.0,,Prof-specialty,Husband,White,,0.0,,60.0,United-States,>50K
54.0,Private,,HS-grad,9.0,Separated,Other-service,Unmarried,,Female,0.0,,20.0,United-States,<=50K
35.0,Federal-gov,76845.0,,5.0,,Farming-fishing,Husband,Black,Male,,,40.0,United-States,
43.0,Private,,11th,7.0,,Transport-moving,Husband,,Male,,2042.0,40.0,,<=50K
59.0,Private,,,,Divorced,Tech-support,Unmarried,White,Female,0.0,,40.0,United-States,<=50K
,Local-gov,216851.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
19.0,Private,168294.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Private,367260.0,HS-grad,,Divorced,Exec-managerial,Not-in-family,White,Male,,0.0,80.0,United-States,
49.0,Private,193366.0,HS-grad,9.0,,Craft-repair,Husband,White,Male,,0.0,40.0,United-States,<=50K
23.0,Local-gov,190709.0,,12.0,,Protective-serv,Not-in-family,White,Male,0.0,0.0,52.0,United-States,
20.0,,,Some-college,10.0,,Sales,Own-child,Black,Male,0.0,0.0,44.0,,
,Private,386940.0,,13.0,Divorced,Exec-managerial,Own-child,,,0.0,,40.0,,<=50K
30.0,Federal-gov,,Some-college,10.0,Married-civ-spouse,Adm-clerical,Own-child,,,0.0,,40.0,United-States,
22.0,State-gov,311512.0,,,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,15.0,United-States,<=50K
