age,job,education,balance,day,month,duration,campaign,pdays,previous,poutcome,y,combo
,management,tertiary,2143,5,may,261,1,0.0,0.0,,no,
44.0,technician,secondary,29,5,may,151,1,0.0,0.0,unknown,no,
33.0,entrepreneur,secondary,2,5,may,76,1,0.0,0.0,unknown,no,married_no_yes_yes_unknown
,blue-collar,unknown,1506,5,may,92,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
33.0,unknown,unknown,1,5,may,198,1,0.0,0.0,unknown,no,
35.0,management,tertiary,231,5,,139,1,0.0,0.0,unknown,no,
,management,tertiary,447,5,,217,1,,0.0,unknown,no,
,entrepreneur,tertiary,2,5,may,380,1,0.0,0.0,unknown,no,
58.0,retired,primary,121,5,may,50,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
43.0,technician,secondary,593,5,may,55,1,0.0,0.0,unknown,no,
41.0,admin.,secondary,270,5,may,222,1,0.0,0.0,unknown,no,divorced_no_yes_no_unknown
29.0,admin.,secondary,390,5,may,137,1,0.0,0.0,,no,
,technician,secondary,6,5,may,517,1,0.0,,unknown,no,married_no_yes_no_unknown
58.0,technician,unknown,71,5,,71,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
57.0,services,secondary,162,5,may,174,1,0.0,0.0,unknown,no,
51.0,retired,primary,229,5,may,353,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
45.0,admin.,unknown,13,5,may,98,1,0.0,0.0,unknown,no,
,blue-collar,primary,52,5,may,38,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
60.0,retired,primary,60,5,may,219,1,0.0,,unknown,no,married_no_yes_no_unknown
33.0,services,secondary,0,5,may,54,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
28.0,blue-collar,secondary,723,5,may,262,1,0.0,0.0,unknown,no,
56.0,management,tertiary,779,5,,164,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
,blue-collar,primary,23,5,may,160,1,0.0,0.0,unknown,no,single_no_yes_yes_unknown
25.0,services,secondary,50,5,may,342,1,0.0,,unknown,no,married_no_yes_no_unknown
40.0,retired,primary,0,5,may,181,1,0.0,0.0,unknown,no,
44.0,admin.,secondary,-372,5,may,172,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
39.0,management,tertiary,255,5,may,296,1,0.0,0.0,unknown,no,single_no_yes_no_unknown
52.0,entrepreneur,secondary,113,5,may,127,1,0.0,0.0,unknown,no,married_no_yes_yes_unknown
46.0,management,secondary,-246,5,may,255,2,0.0,0.0,unknown,no,single_no_yes_no_unknown
36.0,technician,secondary,265,5,may,348,1,0.0,,unknown,no,
57.0,technician,secondary,839,5,may,225,1,,0.0,unknown,no,
49.0,management,tertiary,378,5,may,230,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
60.0,admin.,secondary,39,5,may,208,1,0.0,0.0,unknown,no,married_no_yes_yes_unknown
59.0,blue-collar,secondary,0,5,may,226,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
51.0,management,tertiary,10635,5,may,336,1,0.0,0.0,unknown,no,
57.0,technician,secondary,63,5,may,242,1,0.0,,unknown,no,
,blue-collar,secondary,-7,5,may,365,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
53.0,technician,secondary,-3,5,may,1666,1,0.0,0.0,unknown,no,married_no_no_no_unknown
,admin.,secondary,506,5,may,577,1,0.0,0.0,unknown,no,
,admin.,secondary,0,5,may,137,1,0.0,0.0,unknown,no,single_no_yes_no_unknown
44.0,services,secondary,2586,5,may,160,1,0.0,0.0,unknown,no,divorced_no_yes_no_unknown
50.0,management,secondary,49,5,may,180,2,0.0,0.0,unknown,no,married_no_yes_no_unknown
60.0,blue-collar,unknown,104,5,may,22,1,0.0,0.0,,no,married_no_yes_no_unknown
54.0,retired,secondary,529,5,may,1492,1,0.0,,unknown,no,married_no_yes_no_unknown
58.0,retired,unknown,96,5,may,616,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
36.0,admin.,primary,-171,5,may,242,1,0.0,0.0,unknown,no,single_no_yes_no_unknown
58.0,self-employed,tertiary,-364,5,may,355,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
44.0,technician,secondary,0,5,may,225,2,0.0,0.0,unknown,no,married_no_yes_no_unknown
55.0,technician,secondary,0,5,may,160,1,0.0,0.0,unknown,no,
29.0,management,tertiary,0,5,may,363,1,0.0,0.0,unknown,no,
54.0,blue-collar,secondary,1291,5,may,266,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
,management,tertiary,-244,5,may,253,1,0.0,0.0,unknown,no,
32.0,management,tertiary,0,5,may,179,1,,0.0,,no,married_no_yes_no_unknown
42.0,admin.,secondary,-76,5,may,787,1,0.0,0.0,,no,single_no_yes_no_unknown
24.0,technician,secondary,-103,5,may,145,1,0.0,0.0,unknown,no,single_no_yes_yes_unknown
38.0,entrepreneur,tertiary,243,5,,174,1,0.0,0.0,unknown,no,
38.0,management,tertiary,424,5,may,104,1,0.0,0.0,unknown,no,single_no_yes_no_unknown
47.0,blue-collar,unknown,306,5,may,13,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
40.0,blue-collar,unknown,24,5,may,185,1,0.0,0.0,unknown,no,single_no_yes_no_unknown
46.0,services,primary,179,5,,1778,1,0.0,,unknown,no,married_no_yes_no_unknown
32.0,admin.,tertiary,0,5,may,138,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
53.0,technician,secondary,989,5,may,812,1,0.0,,unknown,no,divorced_no_yes_no_unknown
,blue-collar,primary,249,5,may,164,1,0.0,0.0,unknown,no,
