age,job,education,balance,day,month,duration,campaign,pdays,previous,poutcome,y,combo
58,,,2143,5.0,may,261.0,1.0,0,0.0,unknown,,
44,technician,secondary,29,,may,151.0,,0,,unknown,no,
33,,secondary,2,5.0,may,76.0,1.0,0,0.0,unknown,,
47,,unknown,1506,,may,92.0,,0,,unknown,,married_no_yes_no_unknown
33,,unknown,1,5.0,may,,1.0,0,0.0,unknown,,
35,management,tertiary,231,,may,139.0,,0,0.0,unknown,no,
28,,tertiary,447,,may,217.0,1.0,0,0.0,unknown,,
42,entrepreneur,,2,5.0,may,380.0,1.0,0,0.0,unknown,,divorced_yes_yes_no_unknown
58,,,121,5.0,may,50.0,,0,0.0,unknown,no,
43,,secondary,593,5.0,may,55.0,1.0,0,0.0,unknown,,
41,admin.,secondary,270,,may,222.0,,0,,unknown,,divorced_no_yes_no_unknown
29,admin.,,390,,may,,,0,0.0,unknown,,single_no_yes_no_unknown
53,technician,secondary,6,,may,517.0,,0,0.0,unknown,no,
58,technician,unknown,71,,may,71.0,,0,0.0,unknown,no,married_no_yes_no_unknown
57,services,secondary,162,,may,,,0,,unknown,,
51,,,229,5.0,may,353.0,1.0,0,0.0,unknown,,
45,,,13,5.0,may,98.0,1.0,0,0.0,unknown,,single_no_yes_no_unknown
57,,,52,,may,,,0,0.0,unknown,no,
60,retired,,60,5.0,may,219.0,,0,0.0,unknown,,
33,,secondary,0,5.0,may,,,0,0.0,unknown,,
28,blue-collar,secondary,723,5.0,may,262.0,1.0,0,,unknown,,
56,,,779,5.0,may,,,0,,unknown,no,married_no_yes_no_unknown
32,blue-collar,,23,5.0,may,160.0,,0,0.0,unknown,,
25,services,,50,,may,342.0,,0,0.0,unknown,,
40,,primary,0,,may,,,0,0.0,unknown,,married_no_yes_yes_unknown
44,admin.,,-372,5.0,may,172.0,,0,,unknown,,married_no_yes_no_unknown
39,management,tertiary,255,,may,296.0,,0,0.0,unknown,no,
52,entrepreneur,,113,,may,127.0,,0,0.0,unknown,no,
46,management,secondary,-246,5.0,may,255.0,2.0,0,0.0,unknown,,single_no_yes_no_unknown
36,technician,secondary,265,,may,348.0,,0,0.0,unknown,no,single_no_yes_yes_unknown
57,,secondary,839,,may,225.0,,0,,unknown,,married_no_no_yes_unknown
49,management,,378,5.0,may,230.0,1.0,0,0.0,unknown,no,married_no_yes_no_unknown
60,,,39,,may,208.0,,0,0.0,unknown,no,
59,,secondary,0,5.0,may,226.0,1.0,0,0.0,unknown,no,
51,management,,10635,,may,336.0,1.0,0,0.0,unknown,no,
57,,secondary,63,,may,242.0,,0,0.0,unknown,,divorced_no_yes_no_unknown
25,,secondary,-7,5.0,may,365.0,1.0,0,0.0,unknown,no,
53,,,-3,5.0,may,1666.0,1.0,0,0.0,unknown,no,
36,admin.,secondary,506,5.0,may,577.0,,0,0.0,unknown,no,
37,,,0,5.0,may,137.0,,0,0.0,unknown,no,
44,services,secondary,2586,5.0,may,160.0,1.0,0,0.0,unknown,no,
50,,secondary,49,5.0,may,180.0,,0,0.0,unknown,,married_no_yes_no_unknown
60,blue-collar,unknown,104,5.0,may,22.0,,0,0.0,unknown,,
54,retired,,529,5.0,may,,,0,,unknown,no,
58,retired,unknown,96,5.0,may,616.0,,0,0.0,unknown,,married_no_yes_no_unknown
36,admin.,primary,-171,,may,,,0,0.0,unknown,no,
58,self-employed,,-364,,may,355.0,,0,,unknown,,
44,technician,secondary,0,5.0,may,,,0,0.0,unknown,,
55,technician,,0,,may,160.0,,0,,unknown,,
29,management,tertiary,0,5.0,may,363.0,1.0,0,0.0,unknown,,
54,,secondary,1291,,may,266.0,,0,0.0,unknown,,
48,management,,-244,,may,,1.0,0,0.0,unknown,,
32,management,,0,,may,179.0,1.0,0,0.0,unknown,,
42,admin.,secondary,-76,,may,787.0,,0,0.0,unknown,,
24,,secondary,-103,,may,145.0,1.0,0,0.0,unknown,,
38,,tertiary,243,,may,174.0,,0,0.0,unknown,,
38,,,424,,may,104.0,1.0,0,0.0,unknown,no,
47,blue-collar,unknown,306,5.0,may,,,0,,unknown,,married_no_yes_no_unknown
40,blue-collar,,24,5.0,may,185.0,,0,0.0,unknown,no,
46,,primary,179,5.0,may,,1.0,0,0.0,unknown,no,married_no_yes_no_unknown
32,,,0,5.0,may,,,0,0.0,unknown,no,married_no_yes_no_unknown
53,technician,,989,,may,812.0,1.0,0,0.0,unknown,no,
57,blue-collar,,249,,may,164.0,1.0,0,,unknown,no,
33,,secondary,790,,may,391.0,1.0,0,,unknown,no,married_no_yes_no_unknown
49,blue-collar,unknown,154,5.0,may,357.0,,0,0.0,unknown,no,
51,,,6530,,may,91.0,,0,0.0,unknown,no,married_no_yes_no_unknown
60,,,100,5.0,may,528.0,,0,0.0,unknown,,married_no_no_no_unknown
59,,tertiary,59,,may,273.0,,0,0.0,unknown,,
55,technician,secondary,1205,,may,158.0,,0,0.0,unknown,no,married_no_yes_no_unknown
35,blue-collar,,12223,,may,177.0,1.0,0,,unknown,,single_no_yes_yes_unknown
57,blue-collar,secondary,5935,5.0,may,258.0,1.0,0,0.0,unknown,no,
31,services,,25,,may,172.0,,0,0.0,unknown,no,
54,,,282,,may,154.0,,0,0.0,unknown,no,
55,blue-collar,primary,23,,may,291.0,1.0,0,0.0,unknown,,
43,technician,,1937,,may,181.0,,0,0.0,unknown,no,
53,,,384,5.0,may,,,0,0.0,unknown,no,
44,blue-collar,,582,5.0,may,211.0,1.0,0,0.0,unknown,,married_no_no_yes_unknown
55,,,91,,may,,,0,,unknown,no,divorced_no_no_no_unknown
49,services,,0,5.0,may,272.0,,0,0.0,unknown,no,
55,,secondary,1,5.0,may,,,0,,unknown,no,
45,admin.,secondary,206,,may,193.0,1.0,0,0.0,unknown,,single_no_yes_no_unknown
47,,,164,,may,212.0,,0,0.0,unknown,,
42,,secondary,690,,may,20.0,1.0,0,0.0,unknown,no,single_no_yes_no_unknown
59,admin.,secondary,2343,5.0,may,1042.0,1.0,0,0.0,unknown,,
46,,tertiary,137,,may,246.0,1.0,0,0.0,unknown,no,
51,blue-collar,primary,173,,may,529.0,,0,0.0,unknown,,married_no_yes_no_unknown
56,,secondary,45,,may,1467.0,,0,0.0,unknown,,married_no_no_no_unknown
41,,,1270,5.0,may,1389.0,,0,0.0,unknown,,married_no_yes_no_unknown
