age,job,education,balance,day,month,duration,campaign,pdays,previous,poutcome,y,combo
58,,tertiary,2143,5,may,261.0,1,0.0,0.0,,no,married_no_yes_no_unknown
44,technician,secondary,29,5,may,151.0,1,0.0,0.0,unknown,no,
33,entrepreneur,secondary,2,5,may,76.0,1,0.0,,unknown,no,
47,blue-collar,unknown,1506,5,may,,1,0.0,0.0,,,
33,unknown,unknown,1,5,may,198.0,1,,0.0,,no,
35,management,tertiary,231,5,may,139.0,1,0.0,0.0,,no,
28,management,tertiary,447,5,may,,1,0.0,0.0,,,
42,,tertiary,2,5,may,380.0,1,0.0,0.0,,no,divorced_yes_yes_no_unknown
58,retired,primary,121,5,may,,1,0.0,0.0,unknown,,
43,technician,secondary,593,5,may,55.0,1,0.0,0.0,unknown,,single_no_yes_no_unknown
41,,secondary,270,5,may,,1,0.0,0.0,unknown,,divorced_no_yes_no_unknown
29,admin.,secondary,390,5,may,137.0,1,0.0,0.0,,no,
53,technician,secondary,6,5,may,,1,0.0,,unknown,no,married_no_yes_no_unknown
58,technician,unknown,71,5,may,71.0,1,0.0,0.0,,no,
57,services,secondary,162,5,may,,1,0.0,0.0,,no,
51,retired,primary,229,5,may,353.0,1,0.0,0.0,unknown,no,
45,admin.,unknown,13,5,may,98.0,1,0.0,0.0,unknown,,
57,blue-collar,primary,52,5,may,,1,0.0,0.0,unknown,no,
60,retired,primary,60,5,may,,1,0.0,,unknown,,married_no_yes_no_unknown
33,,secondary,0,5,may,54.0,1,0.0,,,no,married_no_yes_no_unknown
28,blue-collar,secondary,723,5,may,,1,,,,,
56,management,tertiary,779,5,may,164.0,1,,0.0,,,
32,,primary,23,5,may,,1,0.0,,unknown,no,
25,,secondary,50,5,may,342.0,1,0.0,0.0,unknown,,
40,retired,primary,0,5,may,181.0,1,0.0,0.0,unknown,no,
44,,secondary,-372,5,may,172.0,1,0.0,,unknown,,
39,management,tertiary,255,5,may,296.0,1,0.0,0.0,unknown,no,
52,entrepreneur,secondary,113,5,may,127.0,1,0.0,0.0,unknown,no,
46,management,secondary,-246,5,may,,2,0.0,0.0,,no,single_no_yes_no_unknown
36,technician,secondary,265,5,may,348.0,1,0.0,0.0,unknown,no,
57,technician,secondary,839,5,may,225.0,1,0.0,,,no,married_no_no_yes_unknown
49,,tertiary,378,5,may,,1,,0.0,,,
60,admin.,secondary,39,5,may,208.0,1,,0.0,unknown,no,
59,blue-collar,secondary,0,5,may,226.0,1,0.0,,unknown,no,married_no_yes_no_unknown
51,management,tertiary,10635,5,may,336.0,1,0.0,,unknown,no,married_no_yes_no_unknown
57,,secondary,63,5,may,,1,0.0,0.0,,no,divorced_no_yes_no_unknown
25,blue-collar,secondary,-7,5,may,,1,0.0,0.0,unknown,no,married_no_yes_no_unknown
53,technician,secondary,-3,5,may,1666.0,1,0.0,0.0,,,
36,admin.,secondary,506,5,may,,1,0.0,0.0,,,divorced_no_yes_no_unknown
37,admin.,secondary,0,5,may,137.0,1,0.0,0.0,unknown,no,
44,services,secondary,2586,5,may,160.0,1,0.0,,,,divorced_no_yes_no_unknown
50,management,secondary,49,5,may,180.0,2,0.0,0.0,,,
60,,unknown,104,5,may,22.0,1,,0.0,unknown,no,
54,retired,secondary,529,5,may,1492.0,1,,0.0,,,
58,retired,unknown,96,5,may,616.0,1,0.0,0.0,,no,
36,admin.,primary,-171,5,may,,1,,0.0,unknown,no,
58,,tertiary,-364,5,may,355.0,1,0.0,0.0,,no,
44,technician,secondary,0,5,may,225.0,2,,0.0,unknown,no,
55,technician,secondary,0,5,may,,1,0.0,0.0,,,
29,management,tertiary,0,5,may,363.0,1,0.0,0.0,,no,
54,blue-collar,secondary,1291,5,may,266.0,1,,,unknown,,married_no_yes_no_unknown
48,,tertiary,-244,5,may,253.0,1,0.0,0.0,,,
32,management,tertiary,0,5,may,179.0,1,0.0,0.0,unknown,,
42,admin.,secondary,-76,5,may,,1,0.0,,unknown,no,
24,technician,secondary,-103,5,may,145.0,1,0.0,0.0,unknown,no,
38,entrepreneur,tertiary,243,5,may,174.0,1,0.0,0.0,unknown,no,
38,management,tertiary,424,5,may,,1,,0.0,unknown,no,
47,blue-collar,unknown,306,5,may,13.0,1,0.0,0.0,,no,
40,blue-collar,unknown,24,5,may,185.0,1,0.0,0.0,,,
46,,primary,179,5,may,1778.0,1,0.0,0.0,unknown,no,
32,admin.,tertiary,0,5,may,,1,,0.0,,no,
53,,secondary,989,5,may,812.0,1,0.0,0.0,unknown,,
57,blue-collar,primary,249,5,may,,1,0.0,,unknown,no,married_no_yes_no_unknown
33,services,secondary,790,5,may,,1,0.0,0.0,unknown,no,
49,,unknown,154,5,may,357.0,1,0.0,0.0,unknown,no,
51,management,tertiary,6530,5,may,91.0,1,0.0,0.0,unknown,no,
60,retired,tertiary,100,5,may,,1,,,,,
59,,tertiary,59,5,may,273.0,1,0.0,0.0,,,
55,technician,secondary,1205,5,may,158.0,2,0.0,0.0,unknown,,
35,blue-collar,secondary,12223,5,may,177.0,1,,0.0,,no,
57,blue-collar,secondary,5935,5,may,,1,0.0,0.0,unknown,,
31,services,secondary,25,5,may,172.0,1,0.0,0.0,,,married_no_yes_yes_unknown
54,management,secondary,282,5,may,,1,0.0,0.0,unknown,no,
55,blue-collar,primary,23,5,may,,1,0.0,0.0,unknown,no,
43,technician,secondary,1937,5,may,181.0,1,0.0,0.0,unknown,no,
53,,secondary,384,5,may,,1,0.0,,unknown,,
44,,secondary,582,5,may,211.0,1,,,unknown,,
55,,secondary,91,5,may,349.0,1,,,unknown,no,divorced_no_no_no_unknown
49,services,secondary,0,5,may,272.0,1,,,,,divorced_no_yes_yes_unknown
55,,secondary,1,5,may,,1,0.0,0.0,,,
45,admin.,secondary,206,5,may,,1,0.0,,unknown,,
47,services,secondary,164,5,may,,1,0.0,0.0,unknown,,
42,technician,secondary,690,5,may,,1,0.0,0.0,,no,
59,admin.,secondary,2343,5,may,1042.0,1,,0.0,,,married_no_yes_no_unknown
46,self-employed,tertiary,137,5,may,246.0,1,0.0,0.0,unknown,,
51,,primary,173,5,may,,2,,0.0,unknown,no,
