age,job,education,balance,day,month,duration,campaign,pdays,previous,poutcome,y,combo
58.0,management,tertiary,2143.0,5.0,may,261.0,1.0,0.0,0.0,,no,
44.0,,,,5.0,,151.0,,0.0,0.0,unknown,no,
33.0,,secondary,2.0,5.0,may,76.0,1.0,0.0,0.0,unknown,no,married_no_yes_yes_unknown
47.0,,unknown,1506.0,,may,92.0,1.0,,,unknown,no,
33.0,unknown,unknown,1.0,,may,,1.0,,,unknown,no,single_no_no_no_unknown
35.0,management,tertiary,231.0,5.0,may,139.0,1.0,0.0,,unknown,no,
28.0,,tertiary,447.0,,may,,1.0,0.0,,unknown,no,
42.0,entrepreneur,,2.0,,may,380.0,1.0,0.0,0.0,unknown,no,
58.0,retired,,,5.0,,50.0,1.0,0.0,0.0,unknown,,
,technician,secondary,593.0,,may,,1.0,0.0,0.0,,no,
41.0,,secondary,270.0,5.0,may,222.0,1.0,0.0,,unknown,no,
,admin.,secondary,390.0,5.0,may,137.0,,0.0,,unknown,no,
53.0,,secondary,6.0,5.0,,517.0,1.0,0.0,0.0,unknown,no,
58.0,,,,5.0,,71.0,1.0,0.0,,unknown,no,
57.0,services,secondary,,5.0,may,174.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
,retired,primary,229.0,5.0,may,353.0,,,0.0,,no,married_no_yes_no_unknown
45.0,admin.,unknown,13.0,,may,,1.0,0.0,,unknown,no,
,blue-collar,,,5.0,,38.0,1.0,,0.0,unknown,,married_no_yes_no_unknown
60.0,retired,primary,60.0,5.0,may,219.0,,0.0,0.0,unknown,no,
,services,secondary,0.0,5.0,may,54.0,,0.0,0.0,unknown,no,
28.0,blue-collar,secondary,723.0,5.0,may,262.0,1.0,,0.0,unknown,no,
56.0,management,tertiary,,5.0,may,164.0,1.0,,0.0,unknown,no,
,blue-collar,primary,,5.0,may,160.0,1.0,0.0,0.0,unknown,,
,services,secondary,50.0,5.0,may,342.0,1.0,0.0,,,,
40.0,,primary,0.0,,may,181.0,1.0,0.0,0.0,unknown,no,
44.0,admin.,secondary,-372.0,5.0,may,172.0,1.0,0.0,0.0,unknown,,
39.0,,tertiary,255.0,,may,296.0,1.0,0.0,0.0,unknown,,
52.0,entrepreneur,secondary,113.0,5.0,may,127.0,1.0,0.0,0.0,unknown,no,
46.0,,secondary,-246.0,,may,255.0,2.0,,0.0,unknown,,
36.0,technician,secondary,,,may,348.0,1.0,0.0,0.0,unknown,,single_no_yes_yes_unknown
57.0,,,,5.0,,225.0,1.0,,0.0,unknown,no,
49.0,,tertiary,378.0,5.0,may,230.0,1.0,,0.0,unknown,no,
60.0,admin.,secondary,39.0,5.0,,208.0,,0.0,0.0,unknown,no,married_no_yes_yes_unknown
,blue-collar,,0.0,,may,226.0,1.0,0.0,0.0,unknown,no,
51.0,management,tertiary,10635.0,5.0,may,336.0,1.0,0.0,,unknown,no,
57.0,technician,,63.0,5.0,may,,1.0,0.0,0.0,unknown,no,
25.0,blue-collar,secondary,-7.0,5.0,,365.0,1.0,0.0,0.0,unknown,no,
,technician,,-3.0,5.0,may,1666.0,1.0,0.0,0.0,unknown,no,married_no_no_no_unknown
36.0,admin.,secondary,506.0,5.0,may,577.0,1.0,0.0,0.0,unknown,no,
37.0,admin.,secondary,0.0,5.0,,137.0,1.0,,,unknown,,single_no_yes_no_unknown
,services,secondary,2586.0,5.0,may,160.0,1.0,,0.0,unknown,no,divorced_no_yes_no_unknown
,,secondary,49.0,5.0,may,180.0,,0.0,0.0,unknown,no,
60.0,blue-collar,unknown,104.0,,may,22.0,1.0,,,unknown,,
54.0,retired,,529.0,5.0,may,1492.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
,,unknown,96.0,5.0,may,,1.0,0.0,0.0,,no,
36.0,admin.,primary,-171.0,5.0,may,242.0,1.0,,0.0,unknown,no,
58.0,self-employed,tertiary,-364.0,5.0,may,355.0,1.0,0.0,0.0,unknown,no,
,technician,secondary,0.0,5.0,may,225.0,2.0,0.0,0.0,unknown,no,
55.0,technician,secondary,,5.0,may,160.0,1.0,0.0,0.0,unknown,no,
,management,tertiary,0.0,5.0,may,363.0,1.0,0.0,,unknown,,single_no_yes_no_unknown
54.0,blue-collar,secondary,1291.0,5.0,may,266.0,1.0,0.0,,unknown,no,
48.0,,tertiary,-244.0,,may,253.0,1.0,,0.0,unknown,,
32.0,management,tertiary,0.0,,,179.0,1.0,0.0,,unknown,no,
