age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
58,management,,tertiary,no,2143,,no,,5,may,261,1,0,0,,no
44,,,,,,yes,no,unknown,5,,151,,0,0,unknown,no
33,,married,secondary,no,2,yes,yes,unknown,5,may,76,1,0,0,unknown,no
47,,married,unknown,,1506,yes,no,,,may,92,1,,,unknown,no
33,unknown,single,unknown,no,1,no,no,unknown,,may,,1,,,unknown,no
35,management,,tertiary,no,231,yes,no,unknown,5,may,139,1,0,,unknown,no
28,,,tertiary,no,447,yes,yes,unknown,,may,,1,0,,unknown,no
42,entrepreneur,,,,2,yes,,,,may,380,1,0,0,unknown,no
58,retired,,,,,,no,unknown,5,,50,1,0,0,unknown,
,technician,,secondary,no,593,yes,,unknown,,may,,1,0,0,,no
41,,divorced,secondary,no,270,yes,no,,5,may,222,1,0,,unknown,no
,admin.,,secondary,no,390,yes,,,5,may,137,,0,,unknown,no
53,,,secondary,no,6,,,,5,,517,1,0,0,unknown,no
58,,married,,no,,yes,,unknown,5,,71,1,0,,unknown,no
57,services,married,secondary,no,,yes,no,unknown,5,may,174,1,0,0,unknown,no
,retired,married,primary,no,229,yes,no,unknown,5,may,353,,,0,,no
45,admin.,,unknown,no,13,yes,no,unknown,,may,,1,0,,unknown,no
,blue-collar,married,,no,,yes,no,unknown,5,,38,1,,0,unknown,
60,retired,,primary,no,60,yes,no,unknown,5,may,219,,0,0,unknown,no
,services,married,secondary,,0,yes,no,unknown,5,may,54,,0,0,unknown,no
28,blue-collar,married,secondary,,723,,yes,unknown,5,may,262,1,,0,unknown,no
56,management,married,tertiary,no,,yes,no,,5,may,164,1,,0,unknown,no
,blue-collar,single,primary,,,,yes,unknown,5,may,160,1,0,0,unknown,
,services,,secondary,no,50,yes,no,unknown,5,may,342,1,0,,,
40,,married,primary,,0,,yes,unknown,,may,181,1,0,0,unknown,no
44,admin.,married,secondary,,-372,yes,no,unknown,5,may,172,1,0,0,unknown,
39,,single,tertiary,no,255,yes,,,,may,296,1,0,0,unknown,
52,entrepreneur,married,secondary,no,113,yes,,,5,may,127,1,0,0,unknown,no
46,,single,secondary,,-246,,no,unknown,,may,255,2,,0,unknown,
36,technician,single,secondary,no,,yes,yes,unknown,,may,348,1,0,0,unknown,
57,,married,,no,,,,unknown,5,,225,1,,0,unknown,no
49,,,tertiary,no,378,yes,no,unknown,5,may,230,1,,0,unknown,no
60,admin.,married,secondary,no,39,yes,yes,unknown,5,,208,,0,0,unknown,no
,blue-collar,married,,,0,yes,no,unknown,,may,226,1,0,0,unknown,no
51,management,married,tertiary,no,10635,yes,no,,5,may,336,1,0,,unknown,no
57,technician,divorced,,no,63,,no,unknown,5,may,,1,0,0,unknown,no
25,blue-collar,married,secondary,no,-7,,no,unknown,5,,365,1,0,0,unknown,no
,technician,married,,no,-3,no,no,unknown,5,may,1666,1,0,0,unknown,no
36,admin.,,secondary,,506,,no,unknown,5,may,577,1,0,0,unknown,no
37,admin.,single,secondary,no,0,yes,no,unknown,5,,137,1,,,unknown,
,services,divorced,secondary,no,2586,yes,no,unknown,5,may,160,1,,0,unknown,no
,,,secondary,no,49,yes,,unknown,5,may,180,,0,0,unknown,no
60,blue-collar,married,unknown,no,104,yes,,,,may,22,1,,,unknown,
54,retired,married,,no,529,yes,no,unknown,5,may,1492,1,0,0,unknown,no
,,married,unknown,no,96,yes,,,5,may,,1,0,0,,no
36,admin.,,primary,no,-171,yes,no,unknown,5,may,242,1,,0,unknown,no
58,self-employed,married,tertiary,no,-364,yes,,unknown,5,may,355,1,0,0,unknown,no
,technician,married,secondary,,0,,no,unknown,5,may,225,2,0,0,unknown,no
55,technician,,secondary,no,,no,no,unknown,5,may,160,1,0,0,unknown,no
,management,single,tertiary,no,0,yes,no,unknown,5,may,363,1,0,,unknown,
54,blue-collar,,secondary,,1291,yes,no,unknown,5,may,266,1,0,,unknown,no
48,,divorced,tertiary,,-244,yes,,,,may,253,1,,0,unknown,
32,management,,tertiary,no,0,,,unknown,,,179,1,0,,unknown,no
42,admin.,single,secondary,no,-76,yes,no,unknown,5,may,787,1,0,0,unknown,no
24,,single,,no,-103,yes,yes,unknown,5,may,145,1,0,,unknown,no
38,entrepreneur,single,,no,243,no,yes,,,,174,1,0,,unknown,
38,management,single,,no,424,yes,,unknown,5,,104,1,,0,unknown,no
47,,married,,no,306,yes,no,,,,13,1,0,,,no
40,blue-collar,,unknown,,,yes,no,,5,may,185,1,0,,unknown,
46,services,married,primary,,179,,no,unknown,5,may,1778,1,,0,unknown,
32,admin.,married,,,0,,no,unknown,5,may,138,1,0,,unknown,no
53,technician,divorced,,no,989,yes,no,unknown,5,,812,1,0,0,,
57,blue-collar,married,primary,no,249,,no,,5,may,164,1,0,0,,no
,,married,,,790,,no,unknown,,may,391,1,0,0,unknown,no
49,blue-collar,married,unknown,,154,yes,,,5,may,357,1,0,0,unknown,
51,management,,tertiary,no,6530,yes,no,,5,may,91,1,0,0,unknown,no
60,retired,married,tertiary,no,,no,no,unknown,5,,528,1,0,,unknown,no
59,management,divorced,tertiary,no,59,yes,no,,5,may,273,1,0,0,unknown,
55,technician,married,secondary,no,1205,yes,no,unknown,,may,158,2,,0,unknown,no
,blue-collar,,secondary,no,,yes,yes,unknown,5,may,177,1,,,unknown,no
,blue-collar,,secondary,no,5935,yes,yes,unknown,5,may,258,1,0,0,unknown,no
31,services,married,secondary,no,25,yes,yes,unknown,5,may,172,1,0,0,unknown,no
,management,married,secondary,no,,yes,yes,unknown,,may,154,1,0,0,unknown,no
,,married,primary,no,23,,no,unknown,5,may,291,1,,0,unknown,no
43,,married,secondary,no,1937,yes,no,unknown,5,may,181,1,,0,unknown,no
53,technician,married,,no,384,yes,no,unknown,5,may,176,1,,0,unknown,no
,blue-collar,married,secondary,no,582,,,,5,may,211,1,0,0,unknown,no
,services,divorced,secondary,no,91,no,no,unknown,,may,349,1,,0,unknown,no
49,services,,secondary,no,0,,yes,unknown,,may,272,,0,0,unknown,no
,,divorced,secondary,,,yes,no,unknown,5,may,,1,0,0,unknown,no
,admin.,single,secondary,no,206,yes,no,unknown,5,may,193,1,0,0,unknown,
,,,secondary,no,164,no,no,,,may,212,1,0,0,unknown,no
,,single,secondary,no,690,yes,no,unknown,5,may,20,1,0,0,unknown,no
59,admin.,married,secondary,no,2343,yes,no,unknown,5,may,1042,1,0,,unknown,yes
46,self-employed,,tertiary,no,137,yes,,,5,,246,1,,0,unknown,no
,blue-collar,married,,no,173,,no,unknown,5,may,529,,0,0,unknown,no
56,admin.,married,secondary,no,45,no,no,unknown,5,may,1467,1,,0,unknown,yes
41,,married,,no,1270,yes,no,unknown,,may,1389,1,0,,,yes
46,management,,secondary,,16,yes,yes,unknown,,may,188,2,0,,unknown,no
57,,,secondary,no,486,yes,no,unknown,5,,180,2,,0,unknown,no
,,single,secondary,no,50,no,no,unknown,5,may,,1,,0,unknown,no
30,technician,married,secondary,,,yes,yes,unknown,5,may,213,2,0,0,unknown,no
,,,secondary,no,290,yes,no,unknown,,may,583,1,0,0,unknown,no
60,blue-collar,,unknown,no,54,yes,,,,may,,1,,,unknown,
57,entrepreneur,divorced,,no,-37,no,no,,,may,173,,0,0,unknown,
36,management,married,tertiary,,101,yes,yes,unknown,,may,426,1,,0,unknown,no
55,blue-collar,,secondary,no,,no,no,unknown,5,may,287,1,0,0,unknown,no
,retired,,tertiary,no,81,yes,,unknown,,may,101,1,0,0,unknown,no
39,technician,,secondary,no,0,yes,no,,5,may,203,1,,0,unknown,no
,management,,tertiary,no,229,yes,no,unknown,,,197,1,,,unknown,no
44,,married,secondary,no,-674,yes,no,,5,may,257,,0,0,,
53,,,primary,no,,no,no,unknown,5,may,124,,0,0,unknown,no
,blue-collar,,primary,no,128,,no,unknown,5,may,229,,0,0,unknown,no
,blue-collar,married,,no,,,no,unknown,5,may,55,3,0,0,unknown,no
27,,,tertiary,,0,,,,5,may,400,1,0,0,unknown,no
44,blue-collar,married,,no,54,,no,,,,197,1,0,0,unknown,no
47,technician,married,tertiary,no,,yes,no,unknown,5,may,190,1,0,0,unknown,no
,admin.,,secondary,no,,no,yes,unknown,,may,21,1,0,,unknown,no
,retired,single,secondary,no,30,yes,no,,5,may,514,1,0,0,unknown,no
45,management,married,,no,523,yes,,unknown,5,,,2,0,,unknown,no
,services,,secondary,no,,,,unknown,5,may,194,1,0,0,unknown,
46,technician,divorced,secondary,no,79,,,unknown,5,may,144,1,0,0,unknown,no
56,self-employed,,primary,no,,,yes,unknown,5,may,212,2,,0,unknown,no
,,married,,no,448,yes,no,unknown,5,may,286,1,,0,unknown,
,,,primary,no,81,yes,no,unknown,5,may,107,1,,0,unknown,no
44,blue-collar,married,secondary,no,144,yes,no,unknown,5,,247,2,0,0,,
41,admin.,married,secondary,no,351,yes,no,unknown,5,,518,1,,0,unknown,no
33,management,single,tertiary,,-67,yes,no,,,may,364,1,0,0,unknown,no
59,management,divorced,tertiary,no,262,no,no,unknown,5,,178,,,0,,no
57,technician,,,no,0,,no,unknown,,may,98,1,0,0,unknown,no
56,technician,,unknown,,56,yes,no,unknown,,may,,1,0,0,unknown,
,blue-collar,,secondary,,,yes,,unknown,5,may,79,1,0,,unknown,no
34,admin.,married,unknown,no,3,yes,,,,may,120,3,0,,unknown,no
,services,married,secondary,no,41,,yes,unknown,,,127,2,,,unknown,no
52,,married,tertiary,no,,,,,5,may,175,1,0,0,unknown,
33,,single,secondary,no,,yes,no,unknown,5,may,262,2,0,0,unknown,no
29,,single,secondary,no,818,,yes,unknown,5,may,61,1,0,,unknown,no
34,,,secondary,no,,yes,,unknown,,may,78,1,0,0,unknown,no
31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,,0,unknown,no
55,,married,secondary,no,2476,yes,no,unknown,5,may,,1,0,0,unknown,yes
55,management,married,unknown,no,1185,no,,unknown,5,may,,1,0,,unknown,
32,admin.,,secondary,,217,yes,no,unknown,5,may,,1,,,unknown,no
38,technician,single,,no,1685,yes,,unknown,5,may,185,1,0,0,unknown,no
,,single,secondary,,802,yes,yes,unknown,5,may,100,2,0,,unknown,no
28,,single,tertiary,no,0,,no,,,may,125,2,0,0,unknown,no
23,,,secondary,,94,yes,no,unknown,5,may,193,,,0,unknown,no
32,technician,single,,no,,yes,no,unknown,5,may,136,,0,0,unknown,no
43,services,single,unknown,no,0,no,,,,,73,1,0,0,unknown,no
32,blue-collar,married,secondary,no,517,,no,unknown,5,may,528,1,0,0,unknown,no
46,blue-collar,married,secondary,no,265,yes,no,unknown,,may,541,1,0,,unknown,no
53,housemaid,,primary,no,947,yes,no,unknown,,may,163,1,0,,unknown,
,self-employed,,secondary,no,3,yes,no,unknown,,may,301,1,0,,unknown,
57,unemployed,,,no,42,no,no,unknown,5,may,46,1,,,unknown,
37,blue-collar,married,,no,,yes,no,unknown,5,may,204,,,,unknown,no
59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,98,1,0,0,unknown,no
33,,married,secondary,no,,yes,no,unknown,,may,71,,0,0,unknown,no
,,,primary,no,,yes,no,unknown,5,may,157,2,0,0,unknown,no
48,,,secondary,no,293,,no,unknown,5,,243,1,,0,unknown,no
43,services,,primary,no,3,,no,unknown,5,may,186,2,0,0,unknown,no
54,blue-collar,,,no,348,,no,unknown,5,may,,,,0,unknown,no
51,blue-collar,married,unknown,no,-19,yes,no,,,may,163,2,0,,unknown,no
26,,,secondary,,0,yes,no,unknown,,may,610,2,,0,unknown,no
40,management,married,tertiary,no,,yes,,,5,,2033,1,,,unknown,no
,management,,secondary,no,18,yes,no,unknown,,,85,1,0,0,unknown,no
,technician,married,,no,139,no,no,,,may,114,2,0,0,unknown,no
41,services,,secondary,no,0,yes,no,unknown,5,may,114,2,0,,unknown,
51,blue-collar,,unknown,,1883,yes,,unknown,,,57,1,0,,unknown,
60,,,,no,216,yes,no,unknown,5,may,238,1,0,0,unknown,no
52,,,,no,782,yes,no,unknown,,may,93,3,0,0,unknown,no
48,blue-collar,,secondary,no,904,,no,unknown,,,128,2,0,0,unknown,
48,services,,unknown,,1705,yes,no,,5,may,107,1,0,0,unknown,
,technician,single,tertiary,,,,,unknown,,may,181,1,0,0,unknown,no
,,single,secondary,no,176,,no,unknown,5,may,303,2,0,0,unknown,no
,,married,secondary,,,yes,no,unknown,5,may,558,,,0,unknown,no
45,,,secondary,no,86,,no,unknown,5,may,270,,,0,unknown,no
26,admin.,single,,no,,yes,,unknown,,may,228,1,0,,unknown,
52,,married,tertiary,,271,yes,no,unknown,5,may,99,1,,,unknown,no
54,technician,married,secondary,no,,yes,no,unknown,5,,240,1,0,0,unknown,
54,admin.,,tertiary,no,,no,,,5,may,673,2,0,,unknown,
,blue-collar,married,primary,no,0,,no,unknown,5,may,233,3,,0,unknown,no
,,married,secondary,no,0,,no,unknown,5,,1056,1,0,0,unknown,no
44,services,married,secondary,no,1357,yes,yes,unknown,5,,250,1,0,0,unknown,no
53,entrepreneur,,unknown,no,19,yes,,,,may,,1,,0,unknown,no
35,,single,,no,,,no,unknown,5,may,138,1,,0,unknown,no
60,admin.,,secondary,no,,yes,no,,,may,130,1,0,0,unknown,no
,admin.,divorced,secondary,no,1151,yes,,,5,may,412,1,,,unknown,no
,unemployed,,secondary,no,,yes,,unknown,,may,179,2,0,0,unknown,no
34,,,secondary,no,,yes,,unknown,,may,19,2,,0,unknown,no
54,services,,secondary,no,214,,no,,5,,458,,0,0,unknown,no
51,management,,secondary,,1161,yes,no,unknown,,,717,1,0,0,unknown,no
31,,married,,no,,yes,,unknown,,may,313,1,,0,unknown,no
35,,divorced,,no,787,yes,no,unknown,5,,,2,0,0,,no
,services,married,secondary,no,59,,no,unknown,,may,1077,1,,0,unknown,no
38,technician,married,secondary,no,,,no,unknown,5,may,416,1,,0,unknown,no
36,admin.,married,tertiary,no,211,yes,no,unknown,5,may,146,,0,0,unknown,no
58,,married,primary,no,,,no,unknown,5,may,167,1,,0,unknown,no
40,services,divorced,,,4384,yes,,,5,may,,1,,,,no
54,management,,secondary,no,4080,no,no,unknown,5,may,140,1,0,0,unknown,no
,,single,secondary,,53,yes,yes,,5,may,346,1,0,0,unknown,no
31,,single,tertiary,,0,yes,,,,may,562,1,0,0,unknown,no
51,,,secondary,no,,yes,,unknown,,may,,1,0,0,unknown,
,,married,,no,377,yes,no,,5,,,1,0,0,unknown,
55,management,married,tertiary,no,,yes,no,,,may,142,2,0,0,unknown,no
