age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39,,77516,Bachelors,13,Never-married,Adm-clerical,Not-in-family,,,2174,0,40,United-States,
50,Self-emp-not-inc,83311,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,,0,0,13,,<=50K
38,Private,215646,,9,,Handlers-cleaners,Not-in-family,White,Male,0,0,40,,<=50K
53,Private,234721,11th,7,Married-civ-spouse,,Husband,Black,Male,0,0,40,United-States,<=50K
28,,338409,,13,Married-civ-spouse,,Wife,,,0,0,40,Cuba,<=50K
37,,284582,Masters,14,Married-civ-spouse,,Wife,,,0,0,40,United-States,<=50K
49,Private,160187,,5,,Other-service,Not-in-family,Black,,0,0,16,,<=50K
52,Self-emp-not-inc,209642,HS-grad,9,,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
31,Private,45781,Masters,14,,,Not-in-family,,Female,14084,0,50,United-States,>50K
42,Private,159449,Bachelors,13,,Exec-managerial,Husband,,Male,5178,0,40,United-States,>50K
37,,280464,,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,80,,>50K
30,State-gov,141297,Bachelors,13,,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,,
23,,122272,Bachelors,13,Never-married,,Own-child,,Female,0,0,30,United-States,<=50K
32,Private,205019,Assoc-acdm,12,Never-married,Sales,Not-in-family,,Male,0,0,50,United-States,<=50K
34,Private,245487,7th-8th,4,,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,45,Mexico,
25,,176756,HS-grad,9,,,Own-child,White,,0,0,35,United-States,<=50K
32,Private,186824,HS-grad,9,Never-married,,Unmarried,,Male,0,0,40,United-States,<=50K
38,Private,28887,,7,,Sales,Husband,White,Male,0,0,50,,
43,,292175,Masters,14,Divorced,Exec-managerial,Unmarried,,,0,0,45,United-States,>50K
40,Private,193524,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,,0,0,60,United-States,>50K
54,Private,302146,,9,Separated,Other-service,Unmarried,Black,,0,0,20,United-States,<=50K
35,Federal-gov,76845,9th,5,,Farming-fishing,Husband,Black,Male,0,0,40,,<=50K
43,Private,117037,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2042,40,United-States,
59,,109015,,9,Divorced,,Unmarried,White,Female,0,0,40,United-States,<=50K
56,Local-gov,216851,Bachelors,13,,Tech-support,Husband,White,Male,0,0,40,,
19,,168294,HS-grad,9,Never-married,,Own-child,White,,0,0,40,United-States,<=50K
39,Private,367260,HS-grad,9,,Exec-managerial,Not-in-family,,Male,0,0,80,United-States,<=50K
49,Private,193366,HS-grad,9,,Craft-repair,Husband,White,,0,0,40,,<=50K
23,,190709,Assoc-acdm,12,,Protective-serv,Not-in-family,,Male,0,0,52,United-States,
20,Private,266015,Some-college,10,,Sales,Own-child,,Male,0,0,44,United-States,<=50K
45,Private,386940,,13,Divorced,,Own-child,,Male,0,1408,40,United-States,<=50K
30,,59951,Some-college,10,Married-civ-spouse,,Own-child,,Male,0,0,40,United-States,<=50K
22,State-gov,311512,,10,,Other-service,Husband,Black,Male,0,0,15,United-States,<=50K
48,,242406,,7,Never-married,,Unmarried,White,Male,0,0,40,Puerto-Rico,
21,Private,197200,,10,,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
19,,544091,HS-grad,9,Married-AF-spouse,,Wife,White,Female,0,0,25,United-States,<=50K
48,Self-emp-not-inc,265477,,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,
31,Private,507875,,5,,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,
53,Self-emp-not-inc,88506,Bachelors,13,Married-civ-spouse,,Husband,White,,0,0,40,United-States,<=50K
24,Private,172987,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
49,,94638,HS-grad,9,Separated,Adm-clerical,Unmarried,White,,0,0,40,United-States,<=50K
25,Private,289980,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,35,,<=50K
57,Federal-gov,337895,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K
