age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
58,management,married,tertiary,no,2143,yes,no,unknown,5,may,261,,0,0,unknown,no
44,,single,secondary,no,29,yes,no,unknown,5,may,151,,0,0,unknown,no
33,entrepreneur,married,secondary,no,2,yes,yes,unknown,5,may,76,1,0,0,unknown,no
47,blue-collar,married,unknown,no,1506,yes,no,unknown,5,may,92,1,0,0,unknown,no
33,unknown,single,unknown,no,1,no,no,,5,may,,1,0,0,unknown,no
35,management,married,tertiary,no,231,yes,no,unknown,5,may,139,1,0,0,unknown,no
28,management,single,tertiary,no,447,yes,yes,,5,may,217,1,0,0,unknown,no
42,entrepreneur,divorced,tertiary,yes,2,yes,,unknown,5,may,380,1,0,,unknown,no
58,retired,married,primary,no,121,yes,no,,5,may,50,1,0,0,unknown,no
43,technician,single,secondary,no,593,yes,no,,5,may,55,,0,0,unknown,no
41,admin.,divorced,secondary,,270,yes,no,unknown,5,may,222,,0,0,unknown,no
29,admin.,single,secondary,no,390,yes,no,unknown,5,may,137,,0,0,unknown,no
53,technician,married,secondary,no,6,yes,no,unknown,5,may,517,,0,0,unknown,no
58,technician,married,unknown,no,71,yes,,unknown,,may,,,0,0,unknown,no
57,,married,secondary,no,162,yes,no,unknown,5,may,174,1,0,0,unknown,no
51,retired,married,primary,no,229,yes,no,unknown,,may,353,1,0,0,unknown,no
45,admin.,single,unknown,no,13,yes,,,5,may,,1,0,0,unknown,no
57,blue-collar,married,primary,no,52,yes,no,unknown,5,may,38,1,0,0,unknown,no
60,retired,married,primary,,60,,no,,5,may,,1,0,0,unknown,no
33,services,married,secondary,no,0,,no,unknown,5,may,54,1,0,0,unknown,no
28,blue-collar,married,secondary,,723,,yes,unknown,5,may,262,1,0,0,unknown,no
56,management,married,tertiary,no,779,yes,no,,5,may,164,1,0,0,unknown,no
32,,single,primary,,23,yes,yes,,5,may,160,1,0,0,unknown,no
25,services,married,secondary,no,50,yes,no,unknown,5,may,342,1,0,0,unknown,no
40,retired,married,primary,,0,yes,yes,unknown,5,may,181,1,0,0,unknown,no
44,admin.,married,secondary,no,-372,yes,no,unknown,5,may,172,1,0,0,unknown,no
39,management,single,tertiary,no,255,,no,,5,may,296,1,0,0,unknown,no
52,entrepreneur,married,secondary,no,113,yes,yes,unknown,5,may,127,1,0,0,unknown,no
46,management,single,secondary,,-246,yes,no,,5,may,255,2,0,0,unknown,no
36,technician,single,secondary,no,265,yes,yes,unknown,5,may,,1,0,0,unknown,no
57,technician,married,secondary,no,839,no,yes,unknown,5,may,,1,0,0,unknown,no
49,management,married,tertiary,no,378,yes,no,,5,may,230,,0,,unknown,no
60,admin.,married,secondary,no,39,yes,yes,unknown,5,may,208,1,0,0,unknown,no
59,blue-collar,married,secondary,no,0,yes,no,,5,may,226,1,0,0,unknown,no
51,management,married,tertiary,no,10635,yes,,,5,may,336,,0,0,unknown,no
57,technician,divorced,secondary,no,63,yes,no,unknown,5,may,242,1,0,0,unknown,no
25,blue-collar,married,secondary,no,-7,yes,no,unknown,5,may,365,,0,0,unknown,no
53,technician,married,secondary,no,-3,no,no,unknown,5,may,1666,,0,0,unknown,no
36,,divorced,secondary,no,506,yes,no,unknown,5,may,577,1,0,0,unknown,no
37,admin.,single,secondary,,0,yes,no,unknown,5,may,,,0,0,unknown,no
44,services,divorced,secondary,no,2586,yes,no,unknown,5,may,,1,0,0,unknown,no
50,management,married,secondary,no,49,yes,,unknown,,may,180,2,0,0,unknown,no
60,blue-collar,married,unknown,no,104,yes,no,,5,may,22,,0,0,unknown,no
54,retired,married,secondary,no,529,yes,no,unknown,5,may,,1,0,0,unknown,no
58,retired,married,unknown,no,96,yes,no,unknown,5,may,616,1,0,0,unknown,no
36,admin.,single,primary,no,-171,yes,no,unknown,5,may,242,,0,0,unknown,no
58,self-employed,married,tertiary,no,-364,yes,no,unknown,5,may,,,0,0,unknown,no
44,,married,secondary,no,0,yes,no,unknown,5,may,,2,0,0,unknown,no
55,technician,divorced,secondary,no,0,no,no,unknown,5,may,160,1,0,0,unknown,no
29,,single,tertiary,no,0,yes,no,,5,may,363,1,0,0,unknown,no
54,blue-collar,married,secondary,no,1291,yes,no,,5,may,,1,0,0,unknown,no
48,management,divorced,tertiary,no,-244,yes,no,unknown,5,may,,,0,0,unknown,no
32,management,married,tertiary,no,0,yes,no,,5,may,,1,0,0,unknown,no
42,admin.,single,secondary,no,-76,yes,no,unknown,5,may,787,1,0,0,unknown,no
24,technician,single,secondary,no,-103,yes,yes,unknown,5,may,145,,0,0,unknown,no
38,entrepreneur,single,tertiary,no,243,no,yes,,5,may,,1,0,0,unknown,no
38,management,single,tertiary,no,424,yes,no,,5,may,104,1,0,0,unknown,no
47,blue-collar,married,unknown,no,306,yes,no,unknown,5,may,13,1,0,0,unknown,no
40,blue-collar,single,unknown,no,24,yes,no,,5,may,185,,0,0,unknown,no
46,services,married,primary,no,179,yes,no,unknown,5,may,1778,,0,0,unknown,no
32,admin.,married,tertiary,no,0,yes,no,unknown,5,may,,,0,0,unknown,no
53,technician,divorced,secondary,no,989,yes,no,unknown,5,may,,1,0,0,unknown,no
57,blue-collar,married,primary,no,249,yes,no,unknown,5,may,164,1,0,0,unknown,no
33,services,married,secondary,no,790,yes,no,unknown,5,may,391,1,0,0,unknown,no
49,blue-collar,married,unknown,no,154,yes,no,unknown,5,may,,1,0,0,unknown,no
51,management,married,tertiary,no,6530,yes,no,unknown,5,may,91,,0,0,unknown,no
60,retired,married,tertiary,no,100,no,no,unknown,5,may,,1,0,0,unknown,no
59,management,divorced,tertiary,no,59,yes,no,unknown,5,may,273,1,0,0,unknown,no
55,technician,married,secondary,no,1205,yes,,unknown,5,may,,2,0,0,unknown,no
35,,single,secondary,,12223,yes,,unknown,5,may,177,,0,0,unknown,no
57,blue-collar,married,secondary,,5935,yes,yes,unknown,5,may,258,1,0,0,unknown,no
31,,married,secondary,,25,yes,yes,unknown,5,may,172,1,0,0,unknown,no
54,,married,secondary,no,282,yes,,unknown,5,may,154,1,0,0,unknown,no
55,blue-collar,married,primary,no,23,,no,,5,may,291,1,0,,unknown,no
43,technician,married,secondary,no,1937,yes,no,unknown,5,may,181,1,0,0,unknown,no
53,,married,secondary,,384,yes,no,unknown,5,may,176,,0,0,unknown,no
44,blue-collar,married,secondary,no,582,no,yes,,5,may,,,0,0,unknown,no
55,services,divorced,secondary,no,91,no,no,unknown,5,may,349,,0,0,unknown,no
49,services,divorced,secondary,no,0,,yes,unknown,,may,272,1,0,0,unknown,no
55,services,divorced,secondary,yes,1,yes,no,,5,may,208,,0,0,unknown,no
45,,single,secondary,no,206,yes,no,unknown,5,may,193,1,0,,unknown,no
47,services,divorced,secondary,no,164,no,no,unknown,,may,212,1,0,0,unknown,no
42,technician,single,secondary,no,690,yes,no,,5,may,20,,0,0,unknown,no
59,admin.,married,secondary,no,2343,yes,no,unknown,5,may,,,0,0,unknown,yes
46,self-employed,married,tertiary,no,137,,,,5,may,,1,0,0,unknown,no
51,blue-collar,married,primary,no,173,,no,unknown,5,may,529,2,0,0,unknown,no
56,admin.,married,secondary,,45,no,,unknown,5,may,1467,1,0,0,unknown,yes
41,technician,married,secondary,no,1270,yes,,unknown,5,may,1389,1,0,0,unknown,yes
46,management,divorced,secondary,no,16,yes,yes,unknown,5,may,188,2,0,0,unknown,no
