age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39,,77516,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,2174,,40,,<=50K
50,,,Bachelors,13,Married-civ-spouse,Exec-managerial,,White,Male,0,0,13,United-States,<=50K
38,,,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,234721,11th,7,Married-civ-spouse,Handlers-cleaners,,Black,Male,0,,40,United-States,
28,Private,338409,Bachelors,,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,,
37,,284582,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,,,United-States,<=50K
49,Private,160187,9th,5,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,,16,Jamaica,
52,Self-emp-not-inc,,HS-grad,,Married-civ-spouse,Exec-managerial,,White,Male,0,,45,,
31,Private,,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,14084,0,50,United-States,>50K
42,Private,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,,,United-States,>50K
37,,280464,Some-college,,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,,80,,>50K
30,State-gov,141297,Bachelors,,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,,40,India,
23,Private,,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,,United-States,<=50K
32,Private,205019,Assoc-acdm,,Never-married,Sales,Not-in-family,Black,Male,0,,50,United-States,
34,Private,245487,7th-8th,,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,45,Mexico,
25,,,HS-grad,,Never-married,Farming-fishing,,White,Male,0,0,,United-States,
32,,,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,,40,,
38,Private,,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,,50,United-States,<=50K
43,,292175,Masters,,Divorced,Exec-managerial,,White,Female,0,0,45,,>50K
40,,193524,Doctorate,16,Married-civ-spouse,Prof-specialty,,White,Male,0,0,60,,>50K
54,Private,302146,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,,20,United-States,<=50K
35,Federal-gov,76845,9th,5,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K
43,Private,117037,11th,7,Married-civ-spouse,Transport-moving,,White,Male,0,2042,40,United-States,
59,,109015,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
56,Local-gov,216851,Bachelors,,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
19,Private,168294,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,,40,,<=50K
