marital-status,education,workclass
,Bachelors,
Married-civ-spouse,,
,,
Married-civ-spouse,11th,
Married-civ-spouse,,Private
,Masters,Private
,,
,HS-grad,Self-emp-not-inc
,,Private
,,
Married-civ-spouse,Some-college,
,Bachelors,
,,Private
,,Private
,Assoc-voc,
Married-civ-spouse,,Private
,,
Never-married,,
,,
,,
,,
,HS-grad,
,,
,,
,,
,,
,,
,,
,HS-grad,
,,Local-gov
,Some-college,
,,
,,
Married-civ-spouse,Some-college,
,,
,,
,,
,Some-college,
Married-civ-spouse,Assoc-acdm,
,,
,,
,,
,,
,,Private
,,
Married-civ-spouse,,
,,Private
Married-civ-spouse,Assoc-voc,
Never-married,,
,Some-college,Private
Never-married,,
,,
,,
,,
Married-civ-spouse,,
,,
,,
,,
,,
,,
,HS-grad,Private
,,
,,
,,
Divorced,,
,,
,Some-college,
,,Private
Separated,,Private
Married-civ-spouse,Bachelors,
,,
,,
,,Private
,,
Never-married,,
Married-civ-spouse,,
,,Private
,,Private
,,Private
,,
,,Private
,,Private
,,
,,
,9th,
,,Federal-gov
,,
,,
Divorced,,
Married-civ-spouse,,
,,
,,
Married-civ-spouse,Doctorate,Self-emp-not-inc
,Some-college,
,,
,,
,,Private
,,
,,
,Some-college,Private
,HS-grad,
,,
,,
,,
,,
,,
,,
,HS-grad,
Married-civ-spouse,,
,,Private
,,
,,
,,
,,
,,
,,
,,
,,Private
Married-civ-spouse,,
,,Private
Married-civ-spouse,,
,Some-college,Private
,,
,,
,,
,HS-grad,
,,
,,
,,Private
,,
Married-civ-spouse,HS-grad,Self-emp-not-inc
,,
,,
,,Private
,,
,Some-college,
,,
,,Private
Never-married,,
,,
Married-civ-spouse,,
,,
,,
,,
,,
,,
,,
Married-civ-spouse,,
,Bachelors,
,,
,,
Separated,,Private
,,
Divorced,,
,,
,Masters,
Divorced,,
,,
Widowed,,
Never-married,,
,,
,,
Married-civ-spouse,,
,,
,,
,,
,,
,,
,,
,,
,,Private
,,
,,
,,
,,
,,
Married-civ-spouse,,
,,
,,
,Doctorate,
,,
,Some-college,Private
,,
,,Private
,,
Married-civ-spouse,5th-6th,
,,Private
,,
,,Private
Never-married,HS-grad,
,,
,,
,,
Divorced,HS-grad,
,,
,,
,,
,HS-grad,
Never-married,11th,
,HS-grad,Local-gov
Married-civ-spouse,,
,,
,,
Married-civ-spouse,,
,,
,,Private
,,
Married-civ-spouse,Bachelors,
,,Private
,,Private
Never-married,HS-grad,
,,Private
,,Local-gov
,,
,HS-grad,
,,
,,
,,
,,Private
,,
Divorced,Some-college,
,,
Married-civ-spouse,,
Never-married,Some-college,
,,Private
,,
,,
Married-civ-spouse,,
Married-civ-spouse,,
Married-civ-spouse,Assoc-acdm,
,Some-college,
,,
,HS-grad,
Never-married,,Private
,,
Married-civ-spouse,,
,,
,,
,,
,,
,,
,HS-grad,
,,
,,
,Assoc-voc,Private
,,
,,Private
,,
,,
,,Private
,11th,
Married-civ-spouse,,Self-emp-inc
Married-civ-spouse,,Private
,,
,,
,,
,,
Married-civ-spouse,,
,,
Divorced,,
Married-civ-spouse,HS-grad,
Married-civ-spouse,,Private
,,
,,
Married-civ-spouse,,
,Bachelors,
,,
,,
,,
,HS-grad,
,,
,,
,,
,,
,,
,,Private
,,
,,
,,
,,Private
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,Self-emp-inc
,,
,,
Divorced,,Self-emp-not-inc
,,
,,
Married-civ-spouse,,
Married-civ-spouse,,
,,Private
Widowed,,
,HS-grad,Self-emp-not-inc
,,
,,
,11th,
,,Self-emp-not-inc
Married-civ-spouse,HS-grad,
,,
,,Self-emp-not-inc
Never-married,,
,,
,,
,Assoc-voc,
,,
,,
,,
,,Private
Never-married,,
,HS-grad,Private
,,
Never-married,,
,,
,HS-grad,
,,
,Some-college,
Never-married,,
Married-spouse-absent,,
,,
,,
,HS-grad,
,,
Married-civ-spouse,,
,,Federal-gov
,,
,,
,,
Married-civ-spouse,,Self-emp-not-inc
,,
,Masters,
,Bachelors,
,,
,,
,,
Married-civ-spouse,,Self-emp-not-inc
,,
Divorced,,
,,
,,
,,
Married-civ-spouse,,
Married-civ-spouse,,
Never-married,,
,,
Married-civ-spouse,HS-grad,
,,Private
,Masters,
,,
Divorced,,Private
,5th-6th,
,,
,,
,,
,,
,,
,Some-college,
,,
,HS-grad,Private
,,
,,
Separated,,
Married-civ-spouse,Bachelors,
,,
,Some-college,
,,Private
,,
,Bachelors,
Never-married,,
Never-married,Some-college,
,Bachelors,
,,
,7th-8th,
,,
,,
Married-civ-spouse,,
,Some-college,
,,Local-gov
,,
,,
,,
,Some-college,State-gov
,,
,,
,,Private
,,
,HS-grad,
,,
,11th,
Married-civ-spouse,Bachelors,
Divorced,,
,,Private
Married-civ-spouse,,
,,Federal-gov
,HS-grad,
,HS-grad,
,,
Married-spouse-absent,,Self-emp-not-inc
Married-civ-spouse,,
,,
,,
,,
,,
,,Private
,,
Never-married,,
,,
,,Federal-gov
Married-civ-spouse,,
,,
,,
,,
Married-civ-spouse,,
Married-civ-spouse,,Private
,,
Married-civ-spouse,Some-college,
,,
,,
Married-civ-spouse,,
