age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
58,management,,tertiary,no,2143,yes,no,unknown,5,may,261,1,0,0,unknown,no
44,,single,secondary,no,29,yes,no,unknown,5,may,151,1,0,0,unknown,no
33,entrepreneur,married,secondary,no,2,yes,yes,unknown,5,may,76,1,0,0,unknown,no
47,blue-collar,married,,no,1506,yes,no,unknown,5,may,92,1,0,0,unknown,no
33,unknown,single,unknown,no,1,no,no,unknown,5,may,198,1,0,0,,no
35,management,married,tertiary,no,231,yes,no,unknown,5,may,139,1,,0,unknown,no
28,,single,tertiary,no,447,yes,yes,,5,may,217,1,0,0,,no
,,divorced,tertiary,yes,2,,no,unknown,5,may,,1,0,0,unknown,no
,retired,married,primary,no,121,yes,no,unknown,5,may,50,1,0,0,unknown,no
43,technician,single,secondary,no,593,yes,no,,5,may,55,1,0,0,unknown,
41,admin.,divorced,secondary,no,270,yes,,unknown,,may,222,1,0,0,unknown,
29,admin.,single,secondary,no,390,yes,no,unknown,5,may,137,1,0,0,unknown,no
53,technician,,secondary,no,6,yes,no,unknown,5,may,517,1,0,0,unknown,no
58,technician,married,unknown,no,71,yes,no,unknown,5,may,71,1,0,0,unknown,no
57,services,married,secondary,no,162,yes,no,unknown,5,may,174,1,0,0,unknown,no
51,retired,married,primary,no,229,yes,no,unknown,5,may,353,1,0,0,unknown,no
45,,single,unknown,no,13,yes,no,unknown,5,may,98,1,0,0,unknown,no
57,,married,primary,,52,yes,no,unknown,5,may,38,1,,0,unknown,
60,retired,married,primary,no,60,yes,no,unknown,5,may,219,1,0,0,unknown,no
,services,married,secondary,no,0,yes,no,unknown,5,may,54,1,0,0,unknown,no
28,blue-collar,married,secondary,no,723,yes,yes,,5,may,,1,0,0,unknown,
56,management,married,tertiary,no,779,yes,no,unknown,5,may,164,1,0,0,unknown,no
32,blue-collar,single,primary,no,23,yes,yes,unknown,,,160,1,,0,unknown,no
25,,married,,no,50,yes,no,unknown,5,may,342,1,0,0,unknown,no
,retired,married,primary,no,0,yes,yes,unknown,5,may,181,1,0,0,unknown,no
44,admin.,,secondary,no,-372,yes,no,unknown,,may,172,1,,0,unknown,no
39,management,single,tertiary,no,255,yes,no,unknown,5,may,296,1,0,0,unknown,no
52,entrepreneur,married,secondary,no,113,yes,yes,unknown,5,,127,1,0,0,unknown,no
46,management,single,secondary,no,-246,yes,no,,5,may,255,2,0,0,unknown,no
36,technician,single,secondary,no,265,yes,yes,unknown,5,may,348,1,0,0,unknown,
57,technician,married,secondary,no,839,no,yes,unknown,5,may,225,1,0,0,,no
49,management,married,tertiary,no,378,yes,no,unknown,5,may,230,1,0,0,,no
,admin.,married,secondary,no,39,yes,,unknown,5,may,208,1,0,0,unknown,no
59,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,226,1,0,0,unknown,no
51,management,married,tertiary,no,10635,yes,no,unknown,5,may,336,1,0,0,unknown,no
57,technician,,secondary,no,63,,no,unknown,5,may,,1,0,0,unknown,no
25,blue-collar,married,secondary,no,-7,yes,no,unknown,5,may,,1,0,0,,no
53,technician,married,,no,-3,no,no,unknown,5,may,1666,1,0,0,,no
,,divorced,secondary,no,506,yes,no,,5,may,577,1,0,0,unknown,no
37,,single,secondary,no,0,yes,no,unknown,5,may,137,1,0,0,unknown,
44,services,divorced,secondary,no,2586,yes,no,unknown,5,may,160,1,0,0,unknown,no
50,management,married,secondary,no,49,yes,no,unknown,5,may,180,2,0,0,unknown,no
60,blue-collar,married,unknown,no,104,yes,no,unknown,5,may,22,1,0,0,unknown,no
54,retired,married,secondary,no,529,yes,no,unknown,5,may,1492,1,0,0,unknown,no
58,,married,unknown,no,96,yes,no,unknown,,,616,1,0,0,unknown,no
36,admin.,single,primary,no,-171,yes,no,unknown,5,may,242,1,0,0,unknown,no
58,self-employed,married,tertiary,no,-364,,,unknown,5,may,,1,0,,unknown,no
44,technician,married,secondary,no,0,yes,no,unknown,5,may,,2,0,0,,no
55,technician,divorced,secondary,no,0,no,no,unknown,,may,160,1,0,0,,no
,management,,tertiary,,0,yes,no,unknown,5,may,,1,,0,,no
54,blue-collar,married,secondary,no,1291,yes,no,unknown,5,may,266,1,0,0,unknown,no
48,management,divorced,tertiary,no,-244,yes,no,unknown,5,may,253,1,0,0,,no
32,management,married,tertiary,no,0,yes,no,unknown,5,may,179,1,0,0,unknown,no
42,admin.,single,secondary,no,-76,yes,no,unknown,5,may,787,1,0,0,,no
24,technician,single,secondary,no,-103,yes,yes,,5,may,145,1,0,0,unknown,no
,entrepreneur,single,tertiary,no,243,no,yes,unknown,5,may,174,1,0,0,unknown,no
,management,single,tertiary,no,424,,no,unknown,5,may,104,1,0,0,,no
47,blue-collar,married,unknown,no,306,yes,,unknown,5,may,13,,0,0,unknown,no
40,blue-collar,single,unknown,no,,yes,no,unknown,,may,185,1,0,0,unknown,no
46,services,married,primary,no,179,,no,unknown,5,may,1778,,0,0,,no
32,admin.,married,tertiary,no,0,yes,no,unknown,5,may,,1,0,0,unknown,no
53,technician,,secondary,no,989,yes,no,unknown,5,may,812,1,0,0,unknown,no
57,blue-collar,married,primary,no,249,yes,no,unknown,5,may,164,1,0,0,unknown,no
33,services,,,no,790,,no,unknown,5,may,391,1,,0,unknown,no
49,blue-collar,married,unknown,no,154,yes,no,unknown,5,,357,1,,0,unknown,no
51,management,married,tertiary,no,,yes,no,unknown,,may,91,1,0,0,unknown,no
60,retired,married,tertiary,no,100,no,no,unknown,5,may,528,1,0,0,unknown,no
59,management,divorced,tertiary,no,59,yes,no,unknown,5,may,273,1,0,0,unknown,
55,,married,secondary,no,1205,yes,no,unknown,5,may,,2,0,0,unknown,no
