age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
58,management,married,tertiary,no,2143,yes,no,unknown,5,,261,1,0,0,unknown,
44,technician,single,secondary,,,yes,no,unknown,5,may,151,1,0,0,unknown,no
33,entrepreneur,married,secondary,no,,yes,yes,unknown,5,,76,1,0,0,unknown,
47,blue-collar,married,,no,1506,yes,no,unknown,5,may,92,1,0,,unknown,no
33,unknown,single,unknown,,1,no,no,unknown,5,may,198,,0,,unknown,no
35,,married,tertiary,no,231,yes,no,unknown,5,may,139,,0,0,,no
28,management,single,tertiary,no,447,yes,yes,unknown,,may,217,1,0,0,unknown,no
42,entrepreneur,divorced,tertiary,yes,2,yes,,unknown,,may,380,1,0,0,unknown,no
58,retired,,primary,no,121,yes,no,unknown,5,may,50,1,0,0,unknown,no
43,technician,,secondary,no,,yes,no,unknown,5,may,55,1,0,0,unknown,no
41,admin.,divorced,secondary,no,270,yes,no,unknown,,may,,1,0,0,unknown,no
29,admin.,single,,no,,yes,no,unknown,5,,137,1,0,0,unknown,no
53,technician,married,secondary,no,,yes,,unknown,,,517,1,0,0,unknown,no
58,technician,married,unknown,no,71,yes,no,unknown,5,may,71,1,0,0,unknown,no
57,services,married,secondary,no,162,yes,no,unknown,5,may,174,1,0,0,unknown,no
51,retired,married,primary,no,229,yes,no,unknown,5,may,353,1,0,0,unknown,no
45,admin.,single,unknown,no,13,yes,no,unknown,5,may,,1,0,,unknown,no
57,blue-collar,married,primary,no,52,yes,no,unknown,5,may,38,1,0,0,unknown,no
60,,married,primary,no,60,yes,no,unknown,5,may,219,1,0,0,unknown,no
33,,married,secondary,no,0,yes,no,unknown,5,may,54,1,0,0,unknown,no
28,blue-collar,married,secondary,no,723,yes,yes,unknown,5,may,262,1,0,0,unknown,no
,management,married,,no,779,yes,no,unknown,5,may,164,1,,0,unknown,no
32,blue-collar,single,primary,no,23,yes,yes,unknown,5,may,160,1,0,0,unknown,no
25,services,married,secondary,no,50,yes,no,unknown,5,may,342,1,0,0,unknown,no
40,retired,married,primary,no,0,yes,yes,unknown,5,,181,1,0,0,unknown,no
44,admin.,married,secondary,no,-372,yes,no,unknown,5,may,172,,0,0,unknown,no
39,management,single,,no,255,yes,,unknown,5,may,296,,0,0,unknown,no
52,entrepreneur,married,secondary,no,113,yes,yes,unknown,5,may,127,,0,0,unknown,no
46,management,single,secondary,no,-246,yes,,unknown,5,may,255,2,,0,,no
36,technician,single,secondary,no,265,yes,yes,unknown,5,may,348,1,0,,unknown,no
57,technician,married,secondary,no,839,no,yes,unknown,5,may,225,1,0,0,unknown,no
49,management,married,tertiary,no,378,yes,no,unknown,5,may,230,1,0,0,unknown,no
60,admin.,married,secondary,no,,yes,yes,unknown,5,may,208,,0,0,unknown,no
59,blue-collar,,secondary,no,0,,,unknown,5,may,226,,0,,unknown,
,management,married,,no,10635,yes,no,unknown,5,may,336,1,0,0,,no
57,,divorced,secondary,no,63,yes,no,unknown,5,may,242,1,0,0,unknown,no
25,blue-collar,married,,no,-7,yes,no,unknown,5,may,365,1,0,0,unknown,no
53,technician,married,secondary,no,-3,,no,unknown,5,may,1666,1,0,,unknown,no
36,admin.,divorced,secondary,no,506,yes,no,unknown,5,may,577,1,,0,unknown,no
37,admin.,single,secondary,no,0,yes,no,unknown,5,may,137,1,0,0,unknown,no
44,,,,no,2586,yes,no,,5,may,160,1,0,0,unknown,no
50,management,married,,no,49,yes,no,unknown,5,may,180,2,0,0,unknown,no
60,,,unknown,no,104,yes,no,unknown,5,may,22,1,0,0,unknown,no
54,retired,married,secondary,,529,,no,unknown,5,may,1492,1,0,0,unknown,no
58,retired,married,unknown,no,96,yes,no,unknown,5,may,616,1,,0,unknown,no
36,admin.,single,primary,no,-171,yes,,,5,may,242,1,0,0,unknown,no
58,self-employed,,tertiary,no,-364,yes,no,unknown,5,may,355,1,,0,unknown,no
44,technician,married,,no,0,yes,no,unknown,5,may,225,2,0,0,unknown,
55,technician,divorced,secondary,,0,no,no,unknown,5,may,,1,0,0,unknown,no
29,management,single,tertiary,no,0,yes,no,unknown,5,may,363,1,0,0,unknown,no
54,blue-collar,married,secondary,no,1291,yes,no,unknown,5,may,266,1,,0,,no
48,management,,tertiary,,-244,yes,no,unknown,5,may,253,1,,0,,no
32,management,married,tertiary,no,0,yes,no,unknown,5,may,179,1,0,0,unknown,
42,admin.,single,secondary,no,-76,yes,no,unknown,5,may,787,1,0,0,unknown,no
24,technician,single,secondary,no,-103,yes,yes,unknown,5,may,145,1,0,,unknown,no
38,,,tertiary,no,243,no,yes,,5,may,174,1,0,0,unknown,no
,management,single,tertiary,no,424,,no,unknown,5,may,104,1,0,0,unknown,no
47,,married,unknown,no,,yes,no,unknown,5,,13,1,0,,unknown,
40,blue-collar,single,unknown,,24,yes,no,unknown,5,may,185,1,0,0,unknown,no
46,services,married,primary,no,179,yes,no,unknown,5,,1778,1,0,0,unknown,no
32,admin.,,tertiary,no,0,yes,no,unknown,5,may,,1,,,unknown,no
53,technician,divorced,secondary,no,989,yes,no,unknown,5,may,,1,0,0,unknown,no
57,,married,primary,no,249,yes,no,unknown,5,may,,,0,0,unknown,no
33,services,married,secondary,no,790,yes,no,unknown,5,may,391,1,0,0,unknown,no
49,blue-collar,married,unknown,no,154,yes,no,unknown,5,may,357,,0,0,unknown,no
51,management,married,tertiary,no,6530,yes,no,unknown,5,may,91,1,,0,unknown,no
60,retired,married,tertiary,no,100,no,no,unknown,,,528,,0,0,,no
59,management,divorced,tertiary,no,59,,no,unknown,5,may,273,,,0,unknown,no
55,technician,married,secondary,no,,yes,no,unknown,,may,158,,,0,unknown,no
35,blue-collar,,secondary,no,12223,yes,yes,unknown,5,may,177,1,0,0,unknown,no
57,blue-collar,married,secondary,no,5935,yes,,unknown,,may,,1,0,0,unknown,no
31,services,married,secondary,no,25,yes,yes,unknown,5,may,172,1,0,0,unknown,no
54,management,married,,no,282,,yes,,5,may,154,1,0,0,unknown,no
55,blue-collar,married,,no,23,yes,no,unknown,5,,291,1,0,0,,no
43,technician,married,secondary,,1937,yes,no,unknown,,may,181,1,0,0,unknown,no
53,technician,married,,no,384,yes,no,unknown,5,may,176,1,0,0,unknown,no
44,blue-collar,married,secondary,no,582,no,yes,unknown,5,may,211,1,0,0,unknown,no
55,services,divorced,secondary,no,91,no,no,unknown,5,may,349,1,0,0,unknown,no
49,services,divorced,secondary,no,0,,yes,unknown,5,may,272,1,0,0,unknown,
55,services,divorced,secondary,yes,1,yes,no,unknown,5,may,208,1,0,0,unknown,no
,admin.,single,secondary,no,206,yes,no,unknown,5,may,193,1,,0,unknown,no
47,services,divorced,secondary,no,164,no,,unknown,5,may,212,1,0,0,unknown,
,technician,single,secondary,no,690,yes,,unknown,5,may,20,1,0,0,unknown,no
59,admin.,married,secondary,no,2343,yes,no,unknown,,,1042,1,0,0,unknown,yes
,,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,0,0,unknown,no
51,blue-collar,married,,no,,yes,no,unknown,5,may,529,2,0,0,unknown,no
56,admin.,married,secondary,,45,no,no,unknown,,may,1467,,0,0,unknown,
,technician,,secondary,no,1270,yes,no,unknown,5,may,1389,1,0,0,unknown,yes
46,management,divorced,secondary,no,16,,yes,unknown,5,may,188,2,0,0,unknown,no
57,retired,married,,no,486,yes,,unknown,5,may,180,2,0,0,unknown,no
42,management,single,,,50,no,no,unknown,5,may,48,1,0,0,unknown,no
30,technician,married,secondary,no,152,yes,yes,unknown,5,may,213,2,0,0,unknown,no
60,admin.,married,secondary,no,290,yes,no,unknown,5,may,583,1,,0,unknown,no
60,blue-collar,married,unknown,no,54,yes,no,unknown,5,may,221,,0,0,unknown,no
57,entrepreneur,divorced,,no,-37,,no,,5,may,173,1,0,0,unknown,no
36,management,married,tertiary,no,101,yes,yes,unknown,5,may,426,1,0,0,unknown,no
55,blue-collar,married,secondary,no,,,no,unknown,5,may,287,1,,0,unknown,no
60,retired,,tertiary,no,81,,no,unknown,5,,,1,0,0,unknown,no
39,technician,married,secondary,no,,yes,no,unknown,5,may,203,1,0,0,,no
46,management,married,tertiary,no,229,yes,no,,5,may,197,,0,,,no
44,,married,secondary,,-674,yes,no,unknown,5,may,257,1,0,0,unknown,no
53,blue-collar,married,primary,no,90,no,no,unknown,5,may,124,1,0,0,unknown,
52,,married,primary,no,128,yes,no,unknown,5,may,229,1,,0,unknown,no
59,blue-collar,married,primary,no,179,yes,,unknown,5,may,55,3,0,0,,no
27,technician,single,tertiary,,0,yes,no,unknown,5,may,400,1,0,0,unknown,no
44,blue-collar,married,secondary,no,54,yes,no,unknown,5,may,197,1,0,0,unknown,no
47,technician,,tertiary,no,,yes,no,,5,may,190,1,0,0,unknown,no
