age,job,education,balance,day,month,duration,campaign,pdays,previous,poutcome,y,combo
58.0,management,tertiary,2143.0,5.0,may,,1.0,,0.0,unknown,no,
44.0,,secondary,29.0,5.0,may,151.0,,0.0,0.0,unknown,no,
33.0,entrepreneur,secondary,2.0,5.0,,,1.0,0.0,0.0,unknown,no,
47.0,blue-collar,,1506.0,5.0,may,92.0,1.0,0.0,0.0,unknown,no,
33.0,unknown,unknown,1.0,5.0,may,198.0,1.0,0.0,0.0,unknown,no,single_no_no_no_unknown
35.0,management,tertiary,231.0,,,139.0,1.0,,0.0,,no,married_no_yes_no_unknown
28.0,management,tertiary,447.0,5.0,may,217.0,1.0,,0.0,unknown,,single_no_yes_yes_unknown
,entrepreneur,tertiary,2.0,,may,380.0,1.0,0.0,0.0,unknown,no,
58.0,retired,primary,121.0,5.0,may,50.0,1.0,0.0,0.0,unknown,no,
43.0,technician,secondary,,5.0,,55.0,,,0.0,unknown,,single_no_yes_no_unknown
41.0,admin.,secondary,270.0,5.0,may,222.0,1.0,0.0,0.0,unknown,no,divorced_no_yes_no_unknown
29.0,admin.,secondary,390.0,,,137.0,1.0,,0.0,unknown,no,single_no_yes_no_unknown
53.0,technician,secondary,6.0,,may,517.0,,0.0,,unknown,no,
58.0,,unknown,71.0,,may,,1.0,,0.0,,no,married_no_yes_no_unknown
57.0,,secondary,162.0,5.0,may,,1.0,0.0,0.0,unknown,no,
51.0,retired,primary,229.0,,may,353.0,,,,unknown,no,married_no_yes_no_unknown
45.0,admin.,unknown,13.0,5.0,may,98.0,,0.0,0.0,unknown,no,
57.0,blue-collar,primary,52.0,,may,38.0,1.0,,0.0,unknown,no,
60.0,retired,primary,,5.0,may,219.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
33.0,services,secondary,0.0,5.0,may,54.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
28.0,blue-collar,secondary,,,may,262.0,1.0,,0.0,unknown,no,
56.0,,tertiary,779.0,5.0,may,164.0,,0.0,0.0,unknown,no,
32.0,blue-collar,primary,23.0,5.0,may,,1.0,,0.0,unknown,no,
,services,,50.0,5.0,may,342.0,1.0,,0.0,unknown,,
40.0,retired,primary,0.0,5.0,may,181.0,1.0,0.0,0.0,unknown,no,
44.0,admin.,secondary,,5.0,may,,,0.0,0.0,unknown,no,
39.0,management,tertiary,255.0,5.0,may,296.0,1.0,0.0,0.0,,no,
52.0,entrepreneur,secondary,113.0,5.0,may,127.0,,0.0,,unknown,no,
46.0,,secondary,-246.0,5.0,may,255.0,,0.0,,,no,single_no_yes_no_unknown
