age,job,education,balance,day,month,duration,campaign,pdays,previous,poutcome,y,combo
,management,tertiary,2143.0,5.0,may,261.0,,0.0,0.0,,no,married_no_yes_no_unknown
44.0,,secondary,,,may,151.0,,0.0,0.0,unknown,no,
,entrepreneur,,,5.0,may,,,0.0,,unknown,no,
,blue-collar,,1506.0,,,92.0,,,0.0,,no,
33.0,,unknown,1.0,5.0,,198.0,1.0,0.0,0.0,unknown,no,
35.0,management,tertiary,,5.0,may,139.0,,,0.0,unknown,no,
,management,tertiary,447.0,,may,217.0,1.0,0.0,,unknown,,
,,tertiary,2.0,5.0,may,380.0,1.0,,0.0,unknown,no,
58.0,retired,primary,121.0,5.0,,,1.0,0.0,,unknown,no,
43.0,,,,,may,55.0,,0.0,0.0,,,
,admin.,,270.0,5.0,may,222.0,1.0,0.0,0.0,unknown,no,
,,secondary,390.0,5.0,may,137.0,,0.0,0.0,unknown,,
53.0,technician,,6.0,5.0,may,,1.0,,0.0,unknown,no,
58.0,,unknown,71.0,,,71.0,,,0.0,,no,
,services,secondary,162.0,5.0,,174.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
,,primary,229.0,5.0,may,353.0,1.0,,0.0,,no,
45.0,admin.,unknown,13.0,,may,98.0,1.0,,0.0,unknown,no,
57.0,blue-collar,,52.0,,,38.0,1.0,,,unknown,no,married_no_yes_no_unknown
60.0,retired,primary,,,may,,1.0,,,,no,
33.0,services,secondary,0.0,5.0,may,54.0,1.0,0.0,,unknown,no,
28.0,blue-collar,secondary,723.0,5.0,may,,1.0,0.0,,unknown,no,
,,tertiary,779.0,5.0,may,164.0,1.0,0.0,0.0,unknown,no,
32.0,blue-collar,primary,,5.0,may,160.0,1.0,,0.0,unknown,no,
25.0,,secondary,50.0,5.0,,342.0,1.0,0.0,,unknown,no,
40.0,,primary,0.0,5.0,may,181.0,1.0,,0.0,unknown,no,
44.0,admin.,,-372.0,5.0,,172.0,,0.0,,unknown,,
39.0,management,,255.0,5.0,may,,1.0,,0.0,unknown,no,single_no_yes_no_unknown
52.0,entrepreneur,secondary,113.0,,may,127.0,1.0,0.0,0.0,unknown,no,
46.0,management,secondary,-246.0,5.0,,,,0.0,,unknown,no,single_no_yes_no_unknown
36.0,,,,5.0,,348.0,,,0.0,unknown,no,
,technician,,839.0,5.0,,,1.0,0.0,,,no,
49.0,management,,,5.0,,230.0,1.0,0.0,,,,
,admin.,,39.0,5.0,,208.0,,0.0,0.0,unknown,,
,blue-collar,secondary,0.0,,may,226.0,,0.0,,unknown,no,
51.0,management,,10635.0,5.0,may,,1.0,0.0,0.0,unknown,,
57.0,technician,secondary,,5.0,may,,1.0,,0.0,unknown,no,
25.0,,secondary,-7.0,,may,,1.0,,,,,
53.0,technician,secondary,,5.0,may,1666.0,1.0,0.0,,unknown,,
36.0,admin.,secondary,506.0,5.0,may,577.0,1.0,,0.0,,no,
37.0,,,,,may,137.0,1.0,0.0,0.0,unknown,,
44.0,,secondary,2586.0,,may,160.0,1.0,,0.0,,,
50.0,management,secondary,,5.0,,180.0,2.0,0.0,,unknown,no,married_no_yes_no_unknown
,blue-collar,unknown,,5.0,,22.0,1.0,,0.0,unknown,no,
54.0,retired,secondary,529.0,5.0,may,1492.0,,0.0,,unknown,no,married_no_yes_no_unknown
58.0,,unknown,,5.0,may,616.0,1.0,0.0,0.0,unknown,,
36.0,admin.,primary,-171.0,5.0,may,242.0,1.0,,0.0,unknown,no,
58.0,,tertiary,,,may,355.0,,0.0,0.0,unknown,no,
44.0,,secondary,0.0,5.0,may,225.0,2.0,0.0,0.0,unknown,,married_no_yes_no_unknown
55.0,technician,,,5.0,may,160.0,1.0,0.0,0.0,unknown,no,
29.0,,tertiary,0.0,,,363.0,,0.0,0.0,unknown,no,
,blue-collar,secondary,,5.0,may,,1.0,,0.0,unknown,no,
48.0,management,tertiary,,,may,253.0,1.0,0.0,0.0,unknown,no,
,,,,5.0,,179.0,1.0,0.0,,unknown,no,
